3605.537407,3600.493447,0.001353,0.006573,0.852749
3608.545343,3600.031048,0.001097,0.003752,0.8919
3604.086565,3600.008463,0.001281,0.005654,0.81966
3605.0275,3600.283492,0.000957,0.00281,0.776171
3607.533784,3600.563112,0.001665,0.003298,0.859271
3607.033536,3600.325297,0.002085,0.00269,0.924467
3606.955123,3600.32774,0.001308,0.002876,0.815787
3607.794679,3600.421831,0.001795,0.002583,0.877061
3607.436351,3600.459246,0.000974,0.002277,0.916989
3602.159484,3600.640504,0.000987,0.001929,0.886084
