0.097767212,0.097767212,0.295553798,0.744098151,0.693561213
0.155435483,0.155435483,0.336602142,0.762221183,0.704409485
0.112156139,0.112156139,0.215959625,0.420010422,0.351855409
0.118472311,0.118472311,0.246895405,0.437545098,0.733676495
0.112960487,0.11296049,0.329310276,1.051096384,1.067975716
0.116216359,0.116216359,0.268934035,0.77510605,0.637169877
0.135073708,0.135073708,0.299373606,0.592213826,1.991597978
0.111875539,0.111875539,0.276774609,0.587145423,0.473540337
0.125910241,0.125910241,0.271774547,0.707194399,2.314788005
0.121108128,0.121108128,0.361617748,0.852727097,0.769072414
