0.151232199,0.121847663,0.292623905,0.833797925,0.710829825
0.141393804,0.116019473,0.263595426,0.45378469,0.645897893
0.126025079,0.093199827,0.41803829,1.086038579,3.964981315
0.134402244,0.096423227,0.323896859,0.871789489,2.03569798
0.115804149,0.1012414,0.325424879,0.63962766,0.484938047
0.118435655,0.103807103,0.309566179,0.540938357,0.663236234
0.134747191,0.102903637,0.486409572,1.151136803,0.945505801
0.117623373,0.094826263,0.363310385,0.719156019,0.876798927
0.135988038,0.098179599,0.316233995,0.854304191,0.733236012
0.139410613,0.10985554,0.344830274,0.792433575,1.553766584
