3601.052901,3600.038566,0.001791,0.016396,0.58041
3600.727481,3600.256983,0.001453,0.003259,0.517611
3601.838752,3600.122268,0.001729,0.00632,0.442596
3600.227518,3600.044253,0.001074,0.003183,0.501246
3601.109486,3600.019321,0.003062,0.00311,0.463029
3601.084721,3600.039415,0.001296,0.002458,0.443237
3601.01903,3600.095475,0.001018,0.001859,0.474183
3600.934189,3600.305275,0.001424,0.002294,0.557658
3600.574823,3600.228141,0.000857,0.002958,0.480555
3600.443234,3600.10667,0.000762,0.001443,0.474975
