3611.490242,3600.306452,0.001747,0.025862,0.903105
3607.457841,3600.457359,0.001543,0.003014,0.897459
3602.875065,3600.439004,0.001125,0.006667,0.772905
3603.263528,3600.111552,0.00156,0.002695,0.831804
3606.736233,3600.061255,0.001878,0.003859,0.788229
3601.795262,3600.055595,0.001199,0.002379,0.821921
3606.585848,3600.599635,0.001887,0.003006,0.870247
3601.073133,3600.235863,0.001758,0.003081,0.901396
3609.765555,3600.179508,0.001211,0.002278,0.901331
3603.558213,3600.249931,0.001755,0.001628,0.773171
